sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len,anomaly
1.0,182.0,183.0,1.7816113e-06,4.0341777e-10,2.0085263e-05,-0.83385587,-0.4487887,1.0,1.0,1.0,26.0,37.0,3.6082947e-12,9.70165e-12,182.0,183.0,2.216581e-12,2.2044686e-12,0
5.0,190.0,39.0,0.35032558,0.12808241,0.35788605,-1.2358644,0.61296105,1.0,1.0,1.0,2.0,5.0,0.004743138,0.0006439998,950.0,195.0,0.000674118,0.0032841645,0
1.0,222.0,223.0,2.1581268e-06,2.9226704e-10,1.709582e-05,-0.98897755,-0.28013766,2.0,1.0,1.0,1.0,1.0,2.4086172e-11,7.1766995e-11,222.0,223.0,1.3165182e-12,1.3106146e-12,1
5.0,160.0,33.0,0.111757524,0.009329068,0.0965871,-1.675368,-0.052753255,2.0,1.0,1.0,1.0,1.0,0.002758797,0.0072779907,800.0,165.0,5.830667e-05,0.000282699,1
5.0,765.0,154.0,0.327623,0.14496608,0.3807441,-1.1927364,0.65819246,1.0,1.0,1.0,14.0,21.0,0.00041263908,0.0001333368,3825.0,770.0,0.00018949814,0.0009413382,0
5.0,40.0,9.0,0.97883713,0.012597082,0.11223672,-1.0816306,-0.24767835,1.0,1.0,1.0,1.0,0.0,0.0061711837,0.0016088065,200.0,45.0,0.00031492705,0.0013996758,0
1.0,178.0,179.0,-2.2378415e-06,1.9518356e-10,1.3970811e-05,-1.5101081,0.033368815,1.0,1.0,1.0,38.0,44.0,6.782468e-13,1.1857555e-12,206.0,179.0,1.0965368e-12,1.090411e-12,1
5.0,85.0,18.0,9.550059e-06,5.0463606e-10,2.2464106e-05,-0.97829974,-0.27620798,1.0,1.0,1.0,1.0,4.0,6.290639e-11,1.5326485e-11,425.0,90.0,5.936895e-12,2.8035336e-11,0
1.0,250.0,251.0,3.2757653e-06,8.3576264e-11,9.142005e-06,-1.1002301,-0.27339584,1.0,1.0,1.0,75.0,79.0,2.5203177e-13,6.1575143e-13,328.0,251.0,3.3430507e-13,3.3297318e-13,0
1.0,204.0,205.0,-2.1547942e-06,1.2088117e-10,1.0994598e-05,-1.4369448,-0.11765108,2.0,2.0,1.0,1.0,5.0,2.872689e-12,5.6272417e-12,234.0,205.0,5.9255476e-13,5.896642e-13,1
5.0,271.0,55.0,3.0009762e-06,2.40158e-10,1.5497031e-05,-1.4986225,-0.011943792,1.0,1.0,1.0,7.0,17.0,3.4512991e-12,8.2606724e-13,1361.0,275.0,8.861919e-13,4.366509e-12,0
5.0,70.0,15.0,-9.888173e-07,2.5298275e-10,1.590543e-05,-1.4748536,-0.030155005,1.0,1.0,2.0,1.0,2.0,4.7487042e-11,6.7658444e-12,350.0,75.0,3.6140392e-12,1.6865516e-11,0
5.0,212.0,43.0,-9.0664855e-07,1.319769e-10,1.148812e-05,-1.5164526,-0.063160874,1.0,1.0,1.0,11.0,14.0,3.256675e-12,1.0797216e-12,1084.0,215.0,6.2253257e-13,3.0692302e-12,0
5.0,245.0,50.0,1.3686058e-06,3.2143385e-10,1.7928576e-05,-1.4213374,-0.07594966,1.0,1.0,1.0,11.0,20.0,5.4698646e-12,1.2513542e-12,1225.0,250.0,1.3119748e-12,6.428677e-12,0
5.0,75.0,16.0,1.3312338e-06,2.4088817e-10,1.5520573e-05,-1.3703439,-0.1643776,1.0,1.0,2.0,1.0,3.0,3.5246583e-11,4.784085e-12,375.0,80.0,3.2118423e-12,1.505551e-11,0
5.0,870.0,175.0,1.7082066e-05,9.8217524e-11,9.9104755e-06,-0.5491066,-0.4288631,19.0,5.0,2.0,20.0,21.0,6.582765e-11,1.9545279e-10,4350.0,875.0,1.1289371e-13,5.61243e-13,1
1.0,196.0,197.0,4.515496e-06,1.1657847e-10,1.0797151e-05,-1.2208385,-0.061299276,1.0,1.0,1.0,13.0,10.0,9.36689e-13,1.8417657e-12,244.0,197.0,5.947881e-13,5.9176893e-13,1
5.0,260.0,53.0,-4.217315e-07,7.4366485e-10,2.727022e-05,-1.379161,-0.05775113,1.0,1.0,1.0,5.0,17.0,1.0782885e-11,1.1764645e-12,1300.0,265.0,2.8602496e-12,1.4031412e-11,0
5.0,265.0,54.0,1.8636312e-06,2.7933036e-10,1.6713178e-05,-1.5042143,0.08466333,1.0,1.0,1.0,6.0,17.0,4.0322108e-12,3.875356e-13,1325.0,270.0,1.0540769e-12,5.1727845e-12,0
5.0,235.0,48.0,0.39608905,0.26564687,0.5154094,-0.61434346,0.94524527,1.0,1.0,1.0,1.0,3.0,0.008630697,0.001501856,1175.0,240.0,0.0011304122,0.00553431,0
5.0,105.0,22.0,-1.5119787e-06,5.361959e-10,2.3155904e-05,-1.1528349,-0.23309264,1.0,1.0,1.0,1.0,3.0,3.814549e-11,3.4288494e-12,525.0,110.0,5.106628e-12,2.4372542e-11,0
5.0,410.0,83.0,0.5629033,0.12636803,0.35548282,-1.4120239,0.2040066,1.0,1.0,1.0,7.0,25.0,0.000792397,8.087114e-05,2050.0,415.0,0.00030821472,0.0015225064,0
5.0,640.0,129.0,1.4260508e-05,2.1639275e-10,1.4710294e-05,-1.1781913,-0.12972037,1.0,1.0,1.0,30.0,41.0,7.3332134e-13,7.218577e-13,3200.0,645.0,3.3811368e-13,1.6774632e-12,0
1.0,668.0,620.0,0.1931284,0.06518151,0.2553067,-0.919163,0.8694337,3.0,1.0,1.0,97.0,172.0,1.787751e-05,1.29508435e-05,916.0,620.0,9.757711e-05,0.00010513147,0
1.0,168.0,169.0,-3.6535744e-06,2.2858249e-10,1.5118945e-05,-1.399524,-0.05468522,1.0,1.0,1.0,43.0,51.0,1.5832004e-12,3.8975693e-12,202.0,169.0,1.3606101e-12,1.3525591e-12,0
1.0,496.0,497.0,7.720787e-06,5.4532207e-10,2.3352133e-05,-1.4431665,-0.0031486065,1.0,1.0,1.0,143.0,159.0,3.0216232e-13,6.296257e-13,496.0,497.0,1.0994397e-12,1.0972276e-12,0
5.0,475.0,96.0,0.41486892,0.17104428,0.413575,-1.3538737,0.49208456,1.0,1.0,1.0,9.0,25.0,0.000963595,0.00014022176,2375.0,480.0,0.00036009323,0.0017817112,0
5.0,265.0,54.0,5.6881286e-06,1.0260292e-09,3.203169e-05,-1.4072362,-0.090264186,1.0,1.0,1.0,6.0,19.0,1.4033994e-11,1.6312256e-12,1325.0,270.0,3.871808e-12,1.9000539e-11,0
5.0,220.0,45.0,0.120743886,0.03691488,0.19213246,1.5492519,1.6415533,2.0,2.0,1.0,1.0,2.0,0.014489605,0.029191634,1100.0,225.0,0.00016779492,0.0008203307,1
1.0,194.0,195.0,-1.5552825e-05,3.161141e-10,1.7779597e-05,-1.376282,-0.51341754,1.0,1.0,1.0,1.0,3.0,2.5645159e-12,4.187943e-12,232.0,195.0,1.6294541e-12,1.6210979e-12,1
5.0,235.0,48.0,2.9478083e-06,2.951185e-10,1.7179013e-05,-1.3749995,-0.09239118,1.0,1.0,1.0,6.0,19.0,5.1651452e-12,1.1854925e-12,1175.0,240.0,1.2558234e-12,6.148302e-12,0
5.0,285.0,58.0,0.19787064,0.056045096,0.23673846,-0.23583123,1.1254325,1.0,1.0,1.0,2.0,8.0,0.0017860536,0.0004047555,1425.0,290.0,0.00019664946,0.0009662948,1
1.0,471.0,472.0,0.055446383,0.008187916,0.09048711,-0.13255298,1.2656108,3.0,2.0,1.0,23.0,56.0,1.3252858e-05,7.647054e-06,471.0,472.0,1.738411e-05,1.734728e-05,1
1.0,671.0,673.0,2.6254702e-06,4.6008847e-10,2.1449672e-05,-1.2690655,-0.1880213,3.0,2.0,1.0,2.0,3.0,5.385483e-12,1.4869142e-11,921.0,673.0,6.856758e-13,6.836381e-13,1
5.0,155.0,32.0,0.11786919,0.01843246,0.13576621,-1.2282029,0.6437555,1.0,1.0,1.0,2.0,4.0,0.0012019927,0.00057590374,775.0,160.0,0.0001189191,0.0005760144,0
5.0,655.0,132.0,2.0949667e-05,3.01781e-10,1.7371845e-05,-1.4658363,-0.04987377,1.0,1.0,1.0,38.0,45.0,8.638141e-13,5.0985615e-13,3275.0,660.0,4.6073437e-13,2.2862196e-12,0
5.0,100.0,21.0,4.060673e-06,4.5137402e-10,2.1245565e-05,-1.3276019,-0.14666559,1.0,1.0,2.0,1.0,5.0,4.138254e-11,5.0666255e-12,500.0,105.0,4.51374e-12,2.1494001e-11,0
1.0,551.0,552.0,1.4230007e-05,4.8525506e-10,2.2028506e-05,-1.4081,0.0489697,2.0,2.0,1.0,1.0,3.0,1.5257447e-12,3.092423e-12,553.0,552.0,8.806807e-13,8.7908527e-13,1
1.0,281.0,282.0,0.22649387,0.11690801,0.34191814,-0.22165407,1.1881878,1.0,1.0,1.0,18.0,43.0,0.00019649885,0.00015611218,281.0,282.0,0.00041604272,0.00041456742,0
5.0,220.0,45.0,0.12633206,0.025881324,0.16087674,-1.0263684,0.79896945,1.0,1.0,1.0,1.0,5.0,0.0009422337,0.0002875735,1100.0,225.0,0.000117642376,0.0005751405,0
1.0,264.0,265.0,-3.5782923e-06,9.166052e-10,3.0275487e-05,-1.5047333,0.02748872,1.0,1.0,1.0,79.0,90.0,9.442409e-13,1.2007915e-12,264.0,265.0,3.4719892e-12,3.4588875e-12,0
5.0,100.0,21.0,8.6069906e-07,3.6335446e-10,1.906186e-05,-1.391261,-0.11433017,1.0,1.0,2.0,1.0,1.0,3.341374e-11,2.7596029e-12,500.0,105.0,3.6335446e-12,1.7302593e-11,0
1.0,451.0,432.0,0.20352238,0.06372409,0.2524363,-0.7836839,0.9279334,1.0,1.0,1.0,15.0,27.0,9.259001e-05,0.0001715632,619.0,432.0,0.00014129511,0.00014750948,0
1.0,314.0,297.0,0.30433834,0.11475725,0.3387584,-1.2298193,0.64223766,2.0,1.0,1.0,21.0,28.0,0.00019720427,0.00035817243,414.0,297.0,0.00036546896,0.00038638804,0
