index,ground_truth,nominal_pred,nominal_conf,guardian_pred,guardian_conf,disagreement,flagged,reason
62,1,1,0.8293486,1,0.5222848,0,0,clean
63,0,0,0.94031376,0,0.9336699,0,0,clean
64,1,1,1.0,1,0.99999833,0,0,clean
65,0,0,0.84114105,0,0.902687,0,0,clean
66,0,0,0.81849647,0,0.8920209,0,0,clean
67,1,1,0.68460953,1,0.668069,0,0,clean
68,0,0,0.9276816,0,0.95412415,0,0,clean
69,0,0,0.8702264,0,0.69646,0,0,clean
70,0,0,0.94363,0,0.9672891,0,0,clean
71,0,0,0.7423888,0,0.7872433,0,0,clean
72,0,0,0.9013187,0,0.86804134,0,0,clean
73,0,0,0.9631824,0,0.9108851,0,0,clean
74,1,1,0.999993,1,0.98510176,0,0,clean
75,0,0,0.8903249,0,0.81182563,0,0,clean
76,0,0,0.9706074,0,0.9762761,0,0,clean
77,0,0,0.9883378,0,0.97985053,0,0,clean
78,0,0,0.8207576,0,0.6227641,0,0,clean
79,0,0,0.9939534,0,0.99473774,0,0,clean
80,0,1,0.70485836,1,0.8731936,0,0,clean
81,1,0,0.7732615,0,0.5670329,0,0,clean
82,0,0,0.9191422,0,0.89781207,0,0,clean
83,0,0,0.97871155,0,0.91194206,0,0,clean
84,1,1,0.7984337,1,0.72839236,0,0,clean
85,0,0,0.9403018,0,0.92641246,0,0,clean
86,1,1,0.8197151,1,0.89925224,0,0,clean
87,0,0,0.93938524,0,0.9209543,0,0,clean
88,0,0,0.96245706,0,0.967428,0,0,clean
89,0,0,0.8749453,0,0.8661592,0,0,clean
90,0,0,0.9618465,0,0.9480825,0,0,clean
91,0,0,0.94933915,0,0.94492805,0,0,clean
92,0,0,0.57829946,1,0.7082691,1,1,disagreement_and_low_confidence
93,0,0,0.85754454,0,0.6352842,0,0,clean
94,1,1,0.9831457,1,0.9792816,0,0,clean
95,0,0,0.8196894,0,0.66564846,0,0,clean
96,0,0,0.99762607,0,0.99804175,0,0,clean
97,0,0,0.8816625,0,0.93792623,0,0,clean
98,0,0,0.9237937,0,0.9168995,0,0,clean
99,0,0,0.91285026,0,0.91977173,0,0,clean
100,1,1,0.9834156,1,0.93029064,0,0,clean
101,0,0,0.8974319,0,0.89618605,0,0,clean
102,0,0,0.9663474,0,0.973384,0,0,clean
103,0,0,0.9326153,0,0.954694,0,0,clean
104,0,0,0.6413676,0,0.75142235,0,0,clean
105,0,0,0.93632644,0,0.9327594,0,0,clean
106,0,0,0.9865123,0,0.93658775,0,0,clean
107,0,0,0.92502236,0,0.9153027,0,0,clean
108,1,1,0.86376154,1,0.8284284,0,0,clean
109,0,0,0.93315744,0,0.928325,0,0,clean
110,0,0,0.99131215,0,0.989982,0,0,clean
111,0,0,0.9251554,0,0.9271557,0,0,clean
112,0,0,0.6768707,0,0.6022457,0,0,clean
113,0,0,0.9352945,0,0.9622209,0,0,clean
114,0,0,0.5,1,0.62909764,1,1,disagreement_and_low_confidence
115,0,0,0.9476768,0,0.9650601,0,0,clean
116,0,0,0.8905703,0,0.90903074,0,0,clean
117,0,0,0.9928924,0,0.992798,0,0,clean
118,0,0,0.9622625,0,0.9450198,0,0,clean
119,1,1,1.0,1,0.99999946,0,0,clean
120,1,1,0.7556052,1,0.70007557,0,0,clean
121,0,0,0.93060005,0,0.93927526,0,0,clean
122,0,0,0.9992899,0,0.9996172,0,0,clean
123,0,0,0.8946047,0,0.9145722,0,0,clean
124,0,0,0.99663794,0,0.9883809,0,0,clean
125,0,0,0.86441004,0,0.9386275,0,0,clean
126,0,0,0.9236787,0,0.9189177,0,0,clean
127,0,0,0.9287833,0,0.9276215,0,0,clean
128,0,0,0.92282885,0,0.925755,0,0,clean
129,0,0,0.9849634,0,0.9807885,0,0,clean
130,0,0,0.9991325,0,0.9995758,0,0,clean
131,0,0,0.8733579,0,0.8004715,0,0,clean
132,0,0,0.6845828,0,0.6405742,0,0,clean
133,0,0,0.9418729,0,0.9383509,0,0,clean
134,1,0,0.7901863,0,0.8738382,0,0,clean
135,1,1,1.0,1,0.99999785,0,0,clean
136,1,1,0.99259114,1,0.96046233,0,0,clean
137,1,1,0.8843638,1,0.88642263,0,0,clean
138,0,0,0.7102576,0,0.52115214,0,0,clean
139,0,1,0.954274,1,0.9559653,0,0,clean
140,0,0,0.867187,0,0.84574234,0,0,clean
141,0,0,0.93850523,0,0.93945223,0,0,clean
142,0,0,0.99642074,0,0.9888124,0,0,clean
143,0,0,0.9068101,0,0.9069909,0,0,clean
144,0,0,0.9554035,0,0.9747453,0,0,clean
145,0,0,0.98010904,0,0.94160736,0,0,clean
146,0,0,0.6874848,0,0.76411897,0,0,clean
147,0,1,0.57883865,1,0.586966,0,0,clean
148,0,0,0.9459466,0,0.9651192,0,0,clean
149,0,0,0.9383401,0,0.95915467,0,0,clean
150,0,0,0.9131305,0,0.9255027,0,0,clean
151,0,0,0.67131364,0,0.63802874,0,0,clean
152,0,0,0.9341894,0,0.9590628,0,0,clean
153,0,0,0.92984056,0,0.9198808,0,0,clean
154,1,1,0.669709,0,0.5634073,1,0,clean
155,1,1,0.9803273,1,0.78538495,0,0,clean
156,0,0,0.92008966,0,0.9312272,0,0,clean
157,1,1,0.82504517,1,0.7808579,0,0,clean
158,0,0,0.8540742,0,0.86197925,0,0,clean
159,1,1,0.87757176,1,0.9014087,0,0,clean
160,1,0,0.7102474,0,0.7580295,0,0,clean
161,1,1,0.99999964,1,0.9829482,0,0,clean
162,0,0,0.8407309,0,0.7396208,0,0,clean
163,0,0,0.9265951,0,0.9281886,0,0,clean
164,0,0,0.99003285,0,0.9361544,0,0,clean
165,0,0,0.99769104,0,0.99652034,0,0,clean
166,0,0,0.9612887,0,0.9425681,0,0,clean
167,0,0,0.8508137,0,0.8155674,0,0,clean
168,0,0,0.7857318,0,0.69777495,0,0,clean
169,1,1,0.9999999,1,0.99999475,0,0,clean
170,1,1,0.99999666,1,0.9866056,0,0,clean
171,0,0,0.92659897,0,0.9315587,0,0,clean
172,1,1,0.9999991,1,0.99625015,0,0,clean
173,0,0,0.861283,0,0.87718344,0,0,clean
174,0,0,0.942601,0,0.95206976,0,0,clean
175,0,0,0.9512431,0,0.9677493,0,0,clean
176,0,0,0.98061234,0,0.9793965,0,0,clean
177,0,0,0.88815874,0,0.8833675,0,0,clean
178,0,0,0.9315921,0,0.906475,0,0,clean
179,0,0,0.942641,0,0.95533127,0,0,clean
180,1,1,1.0,1,0.9999872,0,0,clean
181,0,1,0.6679147,0,0.602362,1,0,clean
182,0,0,0.9641132,0,0.90675896,0,0,clean
183,0,1,0.6650574,1,0.79234,0,0,clean
184,0,0,0.9346224,0,0.92545336,0,0,clean
185,0,0,0.94605637,0,0.96351033,0,0,clean
186,1,1,0.64657336,1,0.6021515,0,0,clean
187,0,0,0.83822113,0,0.8971259,0,0,clean
188,0,0,0.6815903,0,0.6420462,0,0,clean
189,0,0,0.94973844,0,0.9368849,0,0,clean
190,0,0,0.99253595,0,0.9880203,0,0,clean
191,0,0,0.9992195,0,0.99959975,0,0,clean
192,0,0,0.9582057,0,0.9788488,0,0,clean
193,0,0,0.93014514,0,0.9270155,0,0,clean
194,1,1,0.97666377,1,0.9708014,0,0,clean
195,1,1,0.9999995,1,0.99998695,0,0,clean
196,0,0,0.9021797,0,0.819421,0,0,clean
197,0,0,0.95811826,0,0.90821445,0,0,clean
198,1,1,0.9999988,1,0.99565554,0,0,clean
199,1,1,0.99999166,1,0.9853031,0,0,clean
200,0,1,0.6275511,1,0.67059106,0,0,clean
201,0,0,0.9391106,0,0.9550519,0,0,clean
202,0,0,0.93983465,0,0.9220082,0,0,clean
203,0,1,0.7924269,1,0.8837562,0,0,clean
204,0,0,0.9187867,0,0.8644827,0,0,clean
205,0,0,0.8644795,1,0.5124144,1,0,clean
206,0,0,0.999312,0,0.9992079,0,0,clean
207,0,0,0.933989,0,0.91239184,0,0,clean
208,1,0,0.69999063,0,0.92055476,0,0,clean
209,1,1,0.9648885,1,0.8800889,0,0,clean
210,0,0,0.57254785,1,0.6087015,1,1,disagreement_and_low_confidence
211,1,1,1.0,1,0.99999064,0,0,clean
212,1,0,0.9019904,0,0.8993738,0,0,clean
213,1,1,1.0,1,0.9999923,0,0,clean
214,0,0,0.8623632,0,0.93016183,0,0,clean
215,0,0,0.9984392,0,0.9986858,0,0,clean
216,0,0,0.9988421,0,0.99766195,0,0,clean
217,1,1,0.9999982,1,0.99038196,0,0,clean
218,0,0,0.83930963,0,0.92759407,0,0,clean
219,0,0,0.87524,0,0.8734277,0,0,clean
220,0,0,0.56519574,1,0.5066783,1,1,disagreement_and_low_confidence
221,0,0,0.8186768,0,0.7567041,0,0,clean
222,0,0,0.9356794,0,0.8804508,0,0,clean
223,0,0,0.9624051,0,0.96200347,0,0,clean
224,0,0,0.99683654,0,0.9982817,0,0,clean
225,0,0,0.9974499,0,0.998656,0,0,clean
226,0,0,0.9222238,0,0.938527,0,0,clean
227,0,0,0.88184357,0,0.8770171,0,0,clean
228,0,0,0.99355334,0,0.99696845,0,0,clean
229,1,1,0.8103836,1,0.7081425,0,0,clean
230,1,1,0.9999984,1,0.9946714,0,0,clean
231,0,0,0.978107,0,0.98456395,0,0,clean
232,0,0,0.8919456,0,0.915836,0,0,clean
233,0,0,0.9369997,0,0.88377494,0,0,clean
234,0,0,0.7325623,0,0.79762036,0,0,clean
235,0,0,0.9243338,0,0.9346127,0,0,clean
236,0,0,0.90952563,0,0.8921208,0,0,clean
237,0,0,0.86091834,0,0.8606362,0,0,clean
238,0,0,0.8323168,0,0.59470433,0,0,clean
239,0,0,0.9598612,0,0.88634324,0,0,clean
240,0,0,0.9357339,0,0.9569578,0,0,clean
241,0,0,0.9536666,0,0.96930337,0,0,clean
242,1,1,0.9679827,1,0.9316269,0,0,clean
243,1,1,0.9620411,1,0.78201574,0,0,clean
244,0,0,0.93564993,0,0.962042,0,0,clean
245,0,0,0.9564644,0,0.9559339,0,0,clean
246,0,0,0.91950685,0,0.9265872,0,0,clean
247,0,0,0.936614,0,0.940116,0,0,clean
248,1,1,0.89313024,1,0.69534034,0,0,clean
249,0,0,0.99916685,0,0.99960923,0,0,clean
250,0,0,0.910551,0,0.9079473,0,0,clean
251,0,1,0.73955363,1,0.84100944,0,0,clean
252,0,0,0.9379331,0,0.9385325,0,0,clean
253,0,1,0.7262109,1,0.862249,0,0,clean
254,0,0,0.96093684,0,0.9666419,0,0,clean
255,0,0,0.9124395,0,0.93229693,0,0,clean
256,0,0,0.94058317,0,0.9074141,0,0,clean
257,1,1,0.9999979,1,0.9919003,0,0,clean
258,1,1,0.99646556,1,0.96860975,0,0,clean
259,0,1,0.6896037,0,0.5,1,0,clean
260,0,1,0.6450294,1,0.8218862,0,0,clean
261,0,0,0.92825425,0,0.9345037,0,0,clean
262,0,0,0.83251387,0,0.75458544,0,0,clean
263,0,0,0.64291584,0,0.5236291,0,0,clean
264,0,0,0.9538724,0,0.94847393,0,0,clean
265,1,1,0.9953282,1,0.9838092,0,0,clean
266,0,0,0.9331663,0,0.9569675,0,0,clean
267,0,0,0.96146923,0,0.9425214,0,0,clean
268,0,0,0.8748301,0,0.898014,0,0,clean
269,0,0,0.95486087,0,0.9004774,0,0,clean
270,1,0,0.6838978,0,0.8388901,0,0,clean
271,0,0,0.8940686,0,0.73494154,0,0,clean
272,0,0,0.91666883,0,0.9306622,0,0,clean
273,1,1,0.9649704,1,0.9625627,0,0,clean
274,0,0,0.9387152,0,0.9582791,0,0,clean
275,0,1,0.5527189,1,0.77502215,0,0,clean
276,0,0,0.94295794,0,0.943947,0,0,clean
277,0,0,0.98740315,0,0.9962984,0,0,clean
278,0,0,0.96595883,0,0.9625171,0,0,clean
279,0,0,0.8825744,0,0.9228206,0,0,clean
280,0,0,0.9274441,0,0.9107192,0,0,clean
281,0,1,0.6246434,1,0.78541416,0,0,clean
282,1,1,0.7498715,1,0.51335895,0,0,clean
283,0,0,0.99265003,0,0.9970825,0,0,clean
284,0,0,0.9111348,0,0.89354545,0,0,clean
285,0,0,0.9990029,0,0.9994814,0,0,clean
286,0,0,0.9599437,0,0.9746414,0,0,clean
287,0,0,0.93174297,0,0.9291546,0,0,clean
288,0,0,0.99940807,0,0.99967206,0,0,clean
289,0,0,0.9576824,0,0.95891607,0,0,clean
290,0,0,0.8988896,0,0.9000267,0,0,clean
291,1,0,0.8756578,0,0.96049553,0,0,clean
292,0,0,0.9426745,0,0.9395942,0,0,clean
293,0,0,0.9056332,0,0.9304275,0,0,clean
294,0,0,0.84384644,0,0.8518016,0,0,clean
295,0,0,0.7329228,0,0.8047518,0,0,clean
296,0,0,0.9318464,0,0.919443,0,0,clean
297,0,0,0.9266662,0,0.94700134,0,0,clean
298,1,1,1.0,1,0.9999947,0,0,clean
299,0,0,0.9397935,0,0.9376429,0,0,clean
300,1,0,0.77826434,0,0.80569607,0,0,clean
301,1,0,0.98286515,0,0.9768699,0,0,clean
302,1,1,0.99504507,1,0.9500786,0,0,clean
303,0,0,0.9198057,0,0.95193195,0,0,clean
304,0,0,0.9913398,0,0.95553356,0,0,clean
305,0,0,0.87580913,0,0.87773174,0,0,clean
306,0,0,0.9972338,0,0.99733067,0,0,clean
307,1,1,0.9999997,1,0.99599266,0,0,clean
308,1,1,0.89426273,1,0.90854806,0,0,clean
309,0,0,0.9728848,0,0.91734964,0,0,clean
310,0,0,0.9808759,0,0.9646074,0,0,clean
311,0,0,0.9386109,0,0.9303762,0,0,clean
312,0,0,0.86478704,0,0.86822855,0,0,clean
313,1,1,0.92864746,1,0.82387245,0,0,clean
314,0,0,0.89594626,0,0.91634464,0,0,clean
315,0,0,0.93124926,0,0.9310248,0,0,clean
316,0,1,0.9372875,1,0.8509652,0,0,clean
317,0,0,0.9958539,0,0.9978535,0,0,clean
318,0,0,0.6998908,0,0.6770775,0,0,clean
319,1,1,0.9999988,1,0.9970068,0,0,clean
320,0,0,0.8822101,0,0.9232617,0,0,clean
321,1,1,0.999999,1,0.9973679,0,0,clean
322,0,0,0.9872336,0,0.9889448,0,0,clean
323,0,0,0.92987025,0,0.9615091,0,0,clean
324,1,1,0.9974706,1,0.9898561,0,0,clean
325,0,0,0.9795409,0,0.98327386,0,0,clean
326,0,0,0.86736363,0,0.74152595,0,0,clean
327,0,0,0.9256071,0,0.9549781,0,0,clean
328,0,0,0.94141614,0,0.94382954,0,0,clean
329,0,0,0.95509917,0,0.9742684,0,0,clean
330,1,1,1.0,1,0.9999951,0,0,clean
331,1,1,0.9999998,1,0.9952607,0,0,clean
332,1,1,0.8732313,1,0.8991455,0,0,clean
333,0,0,0.6521546,0,0.86431956,0,0,clean
334,1,1,0.999999,1,0.9966069,0,0,clean
335,1,1,0.9194268,1,0.89748967,0,0,clean
336,0,0,0.9179089,0,0.9031815,0,0,clean
337,0,0,0.96740806,0,0.94191444,0,0,clean
338,0,0,0.98629206,0,0.9795513,0,0,clean
339,0,0,0.902422,0,0.89974695,0,0,clean
340,1,1,1.0,1,0.9999994,0,0,clean
341,0,0,0.8832301,0,0.8858283,0,0,clean
342,1,1,0.58270407,0,0.5,1,1,disagreement_and_low_confidence
343,0,0,0.99938565,0,0.99963826,0,0,clean
344,0,0,0.9043599,0,0.8453255,0,0,clean
345,0,0,0.9988927,0,0.99930274,0,0,clean
346,0,0,0.9169728,0,0.89028764,0,0,clean
347,0,0,0.7554822,0,0.73921555,0,0,clean
348,0,0,0.94969434,0,0.9695842,0,0,clean
349,0,0,0.9176237,0,0.89053833,0,0,clean
350,0,1,0.9638944,1,0.95936465,0,0,clean
351,0,0,0.9878242,0,0.9825903,0,0,clean
352,1,1,0.99999505,1,0.9951966,0,0,clean
353,0,0,0.84945726,0,0.7011294,0,0,clean
354,0,0,0.844971,0,0.83369124,0,0,clean
355,0,0,0.9991492,0,0.99959594,0,0,clean
356,0,0,0.8481728,0,0.7005681,0,0,clean
357,0,1,0.98527324,1,0.9895642,0,0,clean
358,0,0,0.927767,0,0.92257285,0,0,clean
359,1,1,0.6396527,0,0.51465726,1,0,clean
360,0,1,0.940664,1,0.9499515,0,0,clean
361,0,0,0.9273476,0,0.9527239,0,0,clean
362,0,0,0.72181106,0,0.62996435,0,0,clean
363,0,0,0.8968144,0,0.85817355,0,0,clean
364,0,1,0.88643515,1,0.8729163,0,0,clean
365,0,0,0.99534404,0,0.99358916,0,0,clean
366,0,0,0.6498096,0,0.6520048,0,0,clean
367,0,0,0.9946107,0,0.98909813,0,0,clean
368,1,1,0.99602604,1,0.9843331,0,0,clean
369,0,0,0.9690627,0,0.9752905,0,0,clean
370,0,0,0.9503625,0,0.93658334,0,0,clean
371,0,0,0.88670534,0,0.7811005,0,0,clean
372,0,0,0.9827822,0,0.8877245,0,0,clean
373,0,0,0.98677284,0,0.98493207,0,0,clean
374,1,1,0.99999917,1,0.9965863,0,0,clean
375,0,0,0.99913365,0,0.99899167,0,0,clean
376,0,0,0.8938324,0,0.8307654,0,0,clean
377,0,0,0.94972783,0,0.96302134,0,0,clean
378,0,0,0.8415352,0,0.7446031,0,0,clean
379,0,0,0.93972653,0,0.93707865,0,0,clean
380,0,0,0.9976087,0,0.9989968,0,0,clean
381,1,1,0.96869713,1,0.9131541,0,0,clean
382,0,0,0.9256346,0,0.8958799,0,0,clean
383,0,0,0.9793578,0,0.9676173,0,0,clean
384,0,0,0.9188556,0,0.9240186,0,0,clean
385,0,0,0.90475637,0,0.9057424,0,0,clean
386,0,0,0.99866176,0,0.99936366,0,0,clean
387,0,0,0.99911493,0,0.99945635,0,0,clean
388,0,0,0.9958433,0,0.94699395,0,0,clean
389,0,0,0.97236645,0,0.96119183,0,0,clean
390,0,0,0.97447574,0,0.88490295,0,0,clean
391,0,0,0.9532649,0,0.97235835,0,0,clean
392,0,0,0.9292544,0,0.9500434,0,0,clean
393,0,0,0.93458056,0,0.9087372,0,0,clean
394,0,0,0.9104071,0,0.9101276,0,0,clean
395,0,0,0.9815463,0,0.9403369,0,0,clean
396,0,0,0.7886793,0,0.63204896,0,0,clean
397,1,1,0.9249417,0,0.86444515,1,0,clean
398,0,0,0.99965084,0,0.9994494,0,0,clean
399,0,1,0.6375302,0,0.6337344,1,0,clean
400,0,0,0.9543351,0,0.9411989,0,0,clean
401,0,0,0.9204232,0,0.9291741,0,0,clean
402,0,0,0.87420565,0,0.8978864,0,0,clean
403,0,0,0.94871074,0,0.9402005,0,0,clean
404,0,0,0.90212303,0,0.88722146,0,0,clean
405,0,0,0.96137214,0,0.9770664,0,0,clean
406,0,0,0.93395144,0,0.914189,0,0,clean
407,0,1,0.53376806,0,0.517904,1,1,disagreement_and_low_confidence
408,1,1,0.9999999,1,0.99999005,0,0,clean
409,0,0,0.76968104,0,0.85930103,0,0,clean
410,0,0,0.9432971,0,0.9383802,0,0,clean
411,0,1,0.99575,1,0.9916332,0,0,clean
412,1,1,0.99998105,1,0.98092765,0,0,clean
413,0,0,0.9419398,0,0.94446975,0,0,clean
414,0,1,0.96397096,1,0.8989819,0,0,clean
415,0,0,0.93299186,0,0.92105776,0,0,clean
416,0,0,0.95185983,0,0.96818626,0,0,clean
417,0,0,0.91538537,0,0.8812573,0,0,clean
418,0,0,0.9544374,0,0.8962084,0,0,clean
419,0,0,0.9552635,0,0.9375684,0,0,clean
420,0,0,0.9657087,0,0.93308765,0,0,clean
421,0,0,0.9275544,0,0.9012451,0,0,clean
422,0,0,0.843362,0,0.86203873,0,0,clean
423,0,0,0.85598934,0,0.82659096,0,0,clean
424,0,0,0.95837116,0,0.923986,0,0,clean
425,0,1,1.0,0,0.9643982,1,0,clean
426,0,1,0.9526542,0,0.9346403,1,0,clean
427,0,1,0.85311705,0,0.99105895,1,0,clean
428,1,1,0.9550583,0,0.5,1,0,clean
429,0,1,1.0,0,0.81855476,1,0,clean
430,0,1,0.91724557,0,0.9569427,1,0,clean
431,0,1,1.0,0,0.93409985,1,0,clean
432,0,0,0.9999731,1,0.9609609,1,0,clean
433,0,1,1.0,0,0.93606,1,0,clean
434,0,1,1.0,0,0.9385999,1,0,clean
435,1,0,0.9999377,1,0.97520655,1,0,clean
436,0,1,1.0,0,0.96092504,1,0,clean
437,1,1,0.99999994,0,0.9708338,1,0,clean
438,0,1,1.0,0,0.9263463,1,0,clean
439,0,1,1.0,0,0.9317311,1,0,clean
440,0,1,1.0,0,0.93188256,1,0,clean
441,0,1,1.0,0,0.9260662,1,0,clean
442,0,1,1.0,0,0.91863614,1,0,clean
443,0,1,1.0,0,0.91766155,1,0,clean
444,0,1,0.99999994,0,0.9555625,1,0,clean
445,0,1,1.0,0,0.9639905,1,0,clean
446,0,1,1.0,0,0.93176824,1,0,clean
447,0,1,0.9999995,0,0.99746233,1,0,clean
448,1,0,0.99961007,1,0.9833898,1,0,clean
449,1,0,0.999814,1,0.9821182,1,0,clean
450,1,0,0.9999912,1,0.99999994,1,0,clean
451,0,1,0.99999994,0,0.97420233,1,0,clean
452,0,1,0.99999994,0,0.97168946,1,0,clean
453,1,0,0.99932706,1,0.9886373,1,0,clean
454,0,1,0.99999994,0,0.988104,1,0,clean
455,0,1,0.95512635,0,0.9607709,1,0,clean
456,1,0,0.99999434,1,0.9921248,1,0,clean
457,0,1,1.0,0,0.9448981,1,0,clean
458,0,1,1.0,0,0.9778097,1,0,clean
459,0,1,0.99999994,0,0.9871811,1,0,clean
460,0,1,0.73072916,0,0.9826432,1,0,clean
461,0,1,1.0,0,0.95467794,1,0,clean
462,0,1,1.0,0,0.95193577,1,0,clean
463,0,1,1.0,0,0.9350687,1,0,clean
464,1,0,0.99986535,1,0.9706906,1,0,clean
465,0,1,1.0,0,0.9314003,1,0,clean
466,0,1,1.0,0,0.95558447,1,0,clean
467,0,1,1.0,0,0.9188312,1,0,clean
468,0,1,1.0,0,0.93052155,1,0,clean
469,0,1,0.992188,0,0.9984795,1,0,clean
470,0,1,0.99999964,0,0.9766362,1,0,clean
471,0,1,0.99999994,0,0.9552475,1,0,clean
472,0,1,1.0,0,0.9515827,1,0,clean
473,0,1,1.0,0,0.8262841,1,0,clean
474,0,1,1.0,0,0.92443997,1,0,clean
475,1,0,0.99988586,1,0.9650463,1,0,clean
476,1,1,1.0,0,0.94794947,1,0,clean
477,0,1,0.9999999,0,0.98732567,1,0,clean
478,0,1,1.0,0,0.9552255,1,0,clean
479,0,1,1.0,0,0.9541895,1,0,clean
480,0,1,1.0,0,0.93823254,1,0,clean
481,0,1,0.9999997,0,0.9585025,1,0,clean
482,0,1,1.0,0,0.9360483,1,0,clean
483,1,0,0.999949,1,0.9738672,1,0,clean
484,1,0,0.9999397,1,0.99699,1,0,clean
485,0,1,1.0,0,0.94644433,1,0,clean
486,0,1,1.0,0,0.9854152,1,0,clean
487,1,0,0.9999726,1,0.98786706,1,0,clean
488,0,1,1.0,0,0.92620564,1,0,clean
489,1,0,0.9992596,1,0.98845714,1,0,clean
490,0,1,1.0,0,0.9343664,1,0,clean
491,0,1,1.0,0,0.93807864,1,0,clean
492,1,0,0.9998531,1,0.9703955,1,0,clean
493,0,1,1.0,0,0.9259518,1,0,clean
494,0,1,1.0,0,0.92004365,1,0,clean
495,0,1,1.0,0,0.93261635,1,0,clean
496,0,1,1.0,0,0.94435036,1,0,clean
497,0,1,0.9999999,0,0.8711748,1,0,clean
498,0,1,1.0,0,0.9168908,1,0,clean
499,1,0,0.99966866,1,0.9861277,1,0,clean
500,0,1,1.0,0,0.9477453,1,0,clean
501,0,1,1.0,0,0.955519,1,0,clean
502,0,1,1.0,0,0.9636816,1,0,clean
503,0,1,1.0,0,0.933799,1,0,clean
504,0,1,1.0,0,0.9689128,1,0,clean
505,0,0,0.99999636,1,0.99999934,1,0,clean
506,1,1,1.0,0,0.92927027,1,0,clean
507,0,1,1.0,0,0.95466375,1,0,clean
508,0,1,0.99999994,0,0.96311617,1,0,clean
509,1,0,0.9999577,1,0.95382786,1,0,clean
510,0,1,1.0,0,0.93518895,1,0,clean
511,1,0,0.99999434,1,0.99999917,1,0,clean
512,0,1,1.0,0,0.97984433,1,0,clean
513,0,1,0.9999995,0,0.993487,1,0,clean
514,0,1,1.0,0,0.9545876,1,0,clean
515,0,1,1.0,0,0.91934806,1,0,clean
516,0,1,1.0,0,0.93708676,1,0,clean
517,0,1,0.9999999,0,0.83064675,1,0,clean
518,0,1,0.9999909,0,0.9564929,1,0,clean
519,1,0,0.9999918,1,0.9999942,1,0,clean
